id,@context,team,newspaper,keywords,headline,videos,articleBody,images,url,dateCreated,datePublished
51832017-01-23T16:26:57.298973,http://schema.org,barca,md,"Borussia Dortmund,Camp Nou,Leo Messi,Andrés Iniesta","El fichaje de Ousmane Dembélé por el Borussia Dortmund, un escándalo",,"
    Ousmane Dembélé se le escapó por poco al Barça y fichó por el Borussia Dortmund por cinco temporadas, dóne actualmente juega y destaca cuando contaba con 18 años. Esta noche, la emisora de televisión de L’Equipe va a difundir un programa especial de investigación en la que saldrán a relucir todos los puntos oscuros de la operación del traspaso de la joven estrella del Stade Rennais al club alemán, fundamentalmente, todo lo que rodeó a que la familia del futbolista prescindiera del entonces mánager y hombre de confianza Badou Sambagué.
    Robert Fernández llevó personalmente las negociaciones con el jugador que, al final, cuando ya tuvo claro que no iba a fichar por el Barça y que se iba al Borussia Dortmund. Ousmane Dembélé le confesó al secretario técnico barcelonista que no se preocupara, que “algún día acabaré jugando en el Camp Nou, mi ilusión es ser futbolista del Barça más tarde, poder jugar con Leo Messi y Andrés Iniesta, mis ídolos”.El Barça llevaba tiempo detrás de Ousmane Dembélé y, sobre todo, aceleró las negociaciones cuando a través de Ariedo Braida confirmó que el jugador tenía una cláusula totalmente asequible de sólo cinco millones de euros. Cifra confirmada por Badou Sambagué, con el que tanto Robert Fernández como Ariedo 
Braida, mantenían una relación insuperable.El Stade Rennais, a su vez, además de con el club azulgrana, entró en negociaciones con el Bayern de Munich que se interesó mucho por el jugador que ya es internacional absoluto con Francia a sus 19 años. También el Leicester de Claudio Rainieri ofertó por Ousmane Dembélé y el Atlético de Madrid también se interesó por él.
    Cambio de manager
El caso es que la familia y parece ser que también el propio club de Rennes presionaron para que Ousmane 
Dembélé dejara a Badou Sambagué y pasara a manos del agente Marco Kirdemir con intervención de otro personaje de apellido Sissoko, nacido en Mali. La maniobra era clara, tratar de traspasar al joven talento al Borussia de Dortmund por más dinero del que correspondía a su cláusula de cinco millones que conocía el FC Barcelona y también el Bayern El jugador, al final, hizo caso a su entorno y dejó tirado a Badou Sambagué, la persona que, desde el primer momento, guió su carrera y le llevó del modesto Evreux al Stade de Rennes dónde se dio a conocer. Curiosamente, el Bayern de Munich,a través de su dirigente Michael 
Reschke estuvo negociando hasta el último momento, sin conocer el cambio, con Badou Sambagué, meintras que Michael Zorc, el avispado director técnico del Borussia Dortmund, le ganó la partida al hacerlo con el nuevo representante, la familia y el Stade Rennais. Será interesante conocer a fondo el informe de L’Equipe 21 esta noche.Les mantendremos informados. La cosa puede acabar en manos de los juzgados franceses..",http://www.mundodeportivo.com/r/GODO/MD/p4/Barca/Imagenes/2017/01/23/Recortada/img_ironda_20170123-130328_imagenes_md_otras_fuentes_maxresdefault-ksh-U413624924676RoB-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/fc-barcelona/20170123/413624924676/ousmane-dembele-barca-bayern-borussia-dortmund-fichajes.html,2017-01-23T16:26:57.298973,2017-01-23T14:04:23+01:00
26492017-01-23T16:26:57.326359,http://schema.org,barca,md,"Ivan Rakitic,Sergio Busquets,Copa del Rey,Camp Nou",Rakitic se gana ser el sustituto de Busquets,,"No jugaba como titular en Liga desde el Clásico contra el Real Madrid en el Camp Nou. Ivan Rakitic volvía al once, encadenando dos partidos de inicio porque también empezó contra la Real Sociedad en Copa del Rey. El croata necesitaba un partido completo después de un mes complicado, quedándose incluso fuera de la convocatoria en el partido contra el Villarreal. Tampoco disputó un solo minuto frente a Osasuna y Espanyol. Pero este pasado domingo, en Ipurua, demostró que ha recuperado su nivel y que está totalmente capacitado para suplir a Sergio Busquets ahora que estara quince días lesionado.Rakitic, que empezó de interior, tuvo que readaptarse al eje de la medular ante el Eibar. Luis Enrique podía optar por colocar a Aleix Vidal en el lateral y subir a Sergi Roberto o por dar entrada directamente por André Gomes. Pero eligió al croata. El centrocampista fue el jugador del Barça que más corrió (10,6 km) y logró 14 recuperaciones, según Opta, su récord personal en Liga. La cifra es espectacular, teniendo en cuenta que hasta el momento la media de Rakitic era de 4,6 por encuentro.Más allá de sus labores defensivas, el croata se mostró solidario y comprometido en todo momento, e incluso se animó a subir al ataque, pero su tiro entrando por la derecha lo atajó Yoel.
    Adaptándose a las necesidades del equipo
Rakitic se encuentra cómodo jugando de mediocentro, una posición a la que se adaptó de maravilla en Sevilla e incluso en su selección, aunque en la pasada Eurocopa jugó de mediapunta en un 4-2-3-1. Cuando aterrizó en el Pizjuán lo hizo con el perfil de 10, pero rápidamente mostró su capacidad camaleónica para jugar tanto en banda como en el doble pivote, donde se hizo fuerte.Su temporadas en Sevilla, donde acabó siendo capitán y hombre que equilibraba el centro del campo, acabó dándole la oportunidad en el Barça. Como azulgrana ya ha jugado en varias ocasiones como sustituto de Busquets. Esta campaña, por ejemplo, ante el Deportivo, el Granada y el Eibar.",http://www.mundodeportivo.com/r/GODO/MD/p4/Barca/Imagenes/2017/01/23/Recortada/img_ppunti_20170123-111031_imagenes_md_propias_ppunti_170122fcb612-kdID-U413625547978iKE-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/fc-barcelona/20170123/413625547978/rakitic-el-elegido.html,2017-01-23T16:26:57.326359,2017-01-23T14:05:08+01:00
29552017-01-23T16:26:57.394756,http://schema.org,barca,md,,¿Por qué celebró así su primer gol Denis Suárez?,,"
    Denis Suárez abrió el camino de la goleada en Eibar a los 20 minutos de entrar en el campo por la lesión de Sergio Busquets, que se retiró en el minuto 10. El centrocampista gallego aprovechó un rechace que quedó botando fuera del área y disparó con todas sus fuerzas con la derecha para batir a Yoel. La alegría se apoderó de él. De esta forma, Denis Suárez marcaba su primer gol en el primer equipo con la camiseta del Barça y la celebración, como no, fue muy especial. Tras recibir la felicitación de todos sus compañeros, Denis se echó las manos a la boca e hizo el gesto del número 11 besándolo. La destinataria del gol era su novia Sandra Montoto, con la que inició su relación en 2010. El significado del 11 es porque ambos empezaron a salir un día 11, de ahí el gesto de dedicatoria hacia Sandra
, con quien vive en Barcelona. 
",http://www.mundodeportivo.com/r/GODO/MD/p4/Barca/Imagenes/2017/01/23/Recortada/img_ppunti_20170122-214527_imagenes_md_propias_ppunti_170122fcb558-k90H-U413627514904Fp-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/fc-barcelona/20170123/413627514904/denis-suarez-celebracion-dedicatoria-sandra-novia.html,2017-01-23T16:26:57.394756,2017-01-23T15:11:46+01:00
54072017-01-23T16:26:57.418053,http://schema.org,barca,md,,"Si juega Umtiti, victoria segura",,"No deja de ser anecdótico, pero es un dato llamativo, si juega Umtiti el Barça gana. Hasta la fecha, el central francés ha participado en diez partidos de Liga y en todos ellos el Barça logró la victoria. En cambio, el francés se ha perdido nueve encuentros y sin él el equipo azulgrana sólo ha logrado imponerse en dos de los nueve partidos en los que no ha jugado Umtiti. Es decir, los siete partidos en los que el Barça no ha sumado los tres puntos en Liga tienen todos el denominador común de la ausencia del central francés, en algunos casos por lesión y en otros por decisión técnica, pero lo cierto es que no ha estado en el campo en ninguno de los siete pinchazos.Más allá de esta curiosa estadística que le convierte en el talismán azulgrana, Umtiti ha roto al fin el maleficio que parecía afectar a los centrales que fichaba el Barça en las últimas temporadas y se ha confirmado como el mejor refuerzo de la temporada. Ahora mismo está consolidado en el once inicial como pareja de Gerard 
Piqué. 
    Umtiti ha sido un fijo en los últimos partidos y su rendimiento no se ha visto alterado pese a los constantes cambios de pareja. Frente a Las Palmas actuó al lado de Mascherano, en Copa ante la Real lo hizo junto a Piqué y en Eibar formó una inédita zaga de zurdo con Mathieu. En todos los casos el rendimiento de Umtiti ha sido muy notable.La estadística del ‘talismán’ Umtiti se cumple en Liga pero no así en la Champions, puesto que el central francés sí participó en la derrota azulgrana ante el Manchester City a principios del mes de noviembre",http://www.mundodeportivo.com/r/GODO/MD/p4/Barca/Imagenes/2017/01/23/Recortada/img_ppunti_20170122-224843_imagenes_md_propias_ppunti_170122fcb573-kgaG-U4136290221216oG-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/fc-barcelona/20170123/413629022121/umtiti.html,2017-01-23T16:26:57.418053,2017-01-23T15:58:46+01:00
4352017-01-23T16:26:57.463882,http://schema.org,barca,md,,"Superado su ostracismo, Aleix Vidal pide paso",,"Después de estar más fuera que dentro del Barça debido a la situación de ostracismo en la que se vio sometido, sin contar para nada para Luis Enrique desde la jornada tres de Liga contra el Alavés, Aleix Vidal ha conseguido dar un vuelco de 360 grados a su situación. El lateral azulgrana suma dos partidos seguidos jugando en la Liga, la anterior jornada frente a la UD Las Palmas, cuando completó los 90 minutos y se estrenó como goleador en el Barça, y esta última ante el Eibar, cuando entró en la segunda mitad en Ipurúa sustituyendo a Sergi Roberto. Por primera vez desde las jornadas 26 y 27 de la temporada pasada, el catalán no había encadenado dos participaciones ligueras consecutivas. Pese a su inactividad, Aleix tampoco ha dado muestras de verse agarrotado ni falto de ritmo, más bien al contrario, pues se le ha visto rápido y capaz de desbordar llegando hasta el final la línea de fondo. Además de su primer gol ante la UD Las Palmas, Aleix Vidal también se ha destapado como asistente. En los siete partidos que ha jugado en esta temporada, el catalán ha dado ya tres asistencias, una en cada una de las competiciones: una en la Copa del Rey, una en la Liga y otra en la Champions. El pasado 6 de diciembre asistió a Arda en el 4-0 que el Barça le endosó al Borussia Monchengladbach. Antes de acabar el año, volvió a darle un pase de gol a Arda en el choque frente al Hércules de Copa (7-0) y el domingo en Eibar fue quien dio el pase a Neymar para que firmara el 4-0",http://www.mundodeportivo.com/r/GODO/MD/p4/Barca/Imagenes/2017/01/23/Recortada/20170118-636203408463345023_20170118125747-kY5F-U413629841026np-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/fc-barcelona/20170123/413629841026/aleix-vidal-pide-paso-vuelve-a-contar-titular-asistencias-barcelona.html,2017-01-23T16:26:57.463882,2017-01-23T15:53:49+01:00
70652017-01-23T16:26:57.593499,http://schema.org,madrid,md,"Real Madrid,Tottenham,PSG,Gareth Bale","El Real Madrid, con todo a por Dele Alli",,"El ‘Sunday Express’ publica que el Real Madrid va a ir con todo para fichar este próximo verano a Dele Alli, la estrella del Tottenham. Según el rotativo inglés, el club blanco pagaría por Dele Alli 60 millones de euros, aunque no es el único club interesado en el futbolista. El PSG también está muy interesado en su fichaje.El ‘Sunday Express’ explica que el gran problema que puede tener el Real Madrid es que sus relaciones con el Tottenham no son las mejores tras el fichaje de Gareth Bale y eso podría ser decisivo en esta operación.",http://www.mundodeportivo.com/r/GODO/MD/p4/Futbol/Imagenes/2017/01/22/Recortada/632305886_20170121203405-kL4C-U413600333547oxC-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/real-madrid/20170122/413600333547/dele-alli-tottenham-real-madrid.html,2017-01-23T16:26:57.593499,2017-01-22T17:36:22+01:00
64252017-01-23T16:26:57.617521,http://schema.org,atletico,md,"Real Madrid,Fútbol Club Barcelona,Real Sociedad,Athletic Club de Bilbao",Así acaba el Atlético la primera vuelta,,"Acabó la primera vuelta de LaLiga, a falta del Valencia-Real Madrid aplazado por el Mundial de Clubs y que se disputará en febrero, y el Atlético de Madrid la finalizó lejos de las aspiraciones con las que inició el campeonato. Aunque el objetivo primordial del equipo rojblanco es la tercera plaza, a nadie se le escapa que de un tiempo a esta parte Simeone y sus hombres se han ganado el derecho a estar en las quinielas para pelear por todo. Y salvo sorpresa mayúscula, parece que la meta será ese objetivo primordial: la tercera plaza.El Atlético acabó la jornada y, por tanto, la primera vuelta de LaLiga, en la cuarta plaza de la clasificación con 35 puntos. A ocho puntos del líder, el Real Madrid, que además tiene un partido menos. A siete del Sevilla, segundo Y a seis del FC Barcelona, tercero, tras su victoria en Eibar. Y aunque el Atlético es cuarto, está igualado con la Real Sociedad, ahora quinta, pero que de momento tiene ganado el ‘goal-average’ particular con los rojiblancos tras el 2-0 de Anoeta. A estas alturas, aún manda el general.Por detrás, aparece el Villarreal, sexto, con 31 puntos, cuatro menos que los colchoneros, y séptimo, fuera de posiciones europeas, el Athletic, con 29, seis menos que el Atlético. Se da la circunstancia de que con todos estos equipos anteriormente señalados, el cuadro rojiblanco aún no ha sido capaz de sumar una victoria en lo que va de curso. Dos empates (Barça y Athletic) y cuatro derrotas (Sevilla, Real Sociedad, Real Madrid y Villarreal) es el saldo de los de Simeone, con un balance realizador de sólo tres goles a favor y 12 en contra.",http://www.mundodeportivo.com/r/GODO/MD/p4/Futbol/Imagenes/2017/01/22/Recortada/632384400_20170122163418-kuKC-U413606584429xyE-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/atletico-madrid/20170122/413606584429/asi-acaba-atletico-primera-vuelta.html,2017-01-23T16:26:57.617521,2017-01-22T22:17:27+01:00
40512017-01-23T16:26:57.669679,http://schema.org,madrid,md,"Sergio Ramos,Toni Kroos,Real Madrid,Real Sociedad","Kroos y Ramos, la pareja letal del Madrid",,"Ante el Málaga, Sergio Ramos marcó dos goles a sendos centros de Toni Kroos. Una imagen que es habitual en el Real Madrid ya que el capitán del Real Madrid ha marcado ocho tantos a pase del jugador alemán, El primero de ellos fue en la jornada 2 de la Liga 2014/15 ante la Real Sociedad. Es temporada, la conexión se ha vuelto a ver en Copa, contra el Atlético, y en la semifinal y final del Mundial de Clubs.Esta temporada, Sergio Ramos ha marcado la mitad de sus goles a pase de Kroos. Osasuna, Deportivo y Málaga, este último por partida doble, fueron los rivales que sufrieron esta conexión letal del Real Madrid. ",http://www.mundodeportivo.com/r/GODO/MD/p4/Futbol/Imagenes/2017/01/22/Recortada/20170121-636206153905036021_20170121171317-krWD-U4136018969569MB-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/real-madrid/20170122/413601896956/sergio-ramos-kroos-sociedad-real-madrid.html,2017-01-23T16:26:57.669679,2017-01-22T18:32:21+01:00
20392017-01-23T16:26:57.720192,http://schema.org,madrid,md,"Celta de Vigo,Zinédine Zidane,Real Madrid,Sergio Ramos",Preocupación por los pitos del Bernabéu,,"Cariño y apoyo fueron las dos palabras que ayer más dijeron los jugadores del Real Madrid tras ganar al Málaga. Esas palabras iban dirigidas a la afición del Bernabéu que ya ante el Celta pitó al equipo y a varios jugadores mostrando su enfado por lo que estaban viendo. Ante el Málaga, esos pitos se repitieron y lo cierto es que en el vestuario blanco no han gustado mucho. Entienden que el público es soberano y que puede mostrar su enfado como quiera, pero no entienden que no apoyen al equipo en momentos malos, como los de ahora, De ahí, que en la zona mixta Sergio Ramos dijera que el equipo necesita apoyo y “no más hostias” y en la sala de prensa, Zidane vino a decir lo mismo, pero no de forma tan directa. Y es que los jugadores y el entrenador no entienden esos pitos después de 40 partidos sin perder y mucho menos que en vez de apoyar al equipo en momentos malos como ante Celta y Málaga, piten a los jugadores,Según informa ‘Marca’, el discurso de ayer no fue algo espontáneo, si no que fue consensuado en el vestuario entre Zidane y los jugadores. El rotativo explica que fue Zidane el que propició esta reunión con la plantilla para consensuar l discurso de pedir apoyo en una iniciativa que secundó Sergio Ramos. 
    Buen trabajo
Más allá de la preocupación por los pitos de la grada, en el vestuario blanco consideran que el trabajo que están haciendo es bueno y hay que seguir con la misma línea. Recuerdan los 40 partidos sin perder y que a pesar de reconocer que ahora, el equipo está en un bache, jugadores y técnicos creen que no hay que ponerse nerviosos y cambiar nada porque están seguros que superarán este momento. ",http://www.mundodeportivo.com/r/GODO/MD/p4/Futbol/Imagenes/2017/01/22/Recortada/U33000_005_20170121202239-kOCB-U413600866458KoF-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/real-madrid/20170122/413600866458/preocupacion-pitos-bernabeu-real-madrid.html,2017-01-23T16:26:57.720192,2017-01-22T18:06:31+01:00
22502017-01-23T16:26:57.770229,http://schema.org,madrid,md,"Zinédine Zidane,Real Madrid Castilla,Marcelo,Dani Carvajal",‘Recadito’ de Ramis a Zidane,,"Las bajas de Marcelo, Carvajal y Modric obligarán a Zinedine Zidane a buscar alternativas para paliar sus ausencias, pero hay quien tiene muy claro qué hacer. El exentrenador del Real Madrid Castilla, Luis Miguel Ramis, ofreció alternativas al técnico francés a la vez que reivindicaba los jugadores del filial merengue.
    Ramis envió un ‘recado’ a Zidane para que utilice más de los jóvenes talentos e ironizó con los problemas de lesiones de la plantilla blanca. El tarraconense publicó un mensaje en las redes sociales donde ofrecía una solución: tirar de cantera.“¿Problemas con laterales? Achraf. ¿Problemas en el centro del campo? Aleix Febas. Reviento si no lo digo. Hala Madrid”, escribió Luis Miguel Ramis en Twitter.Problemas con laterales? Achraf. Problemas en el centro del campo? Aleix Febas. Reviento si no lo digo. Hala Madrid!!!El catalán conoce bien a ambos jugadores de su paso por el Castilla. Achraf es un lateral derecho con proyección ofensiva que ya ha sido convocado con la absoluta de Marruecos, mientras que Febas es una de las ‘perlas’ de La Fábrica. Es un centrocampista con calidad capaz de manejar el equipo además de tener mucho gol. ",http://www.mundodeportivo.com/r/GODO/MD/p4/Futbol/Imagenes/2017/01/23/Recortada/MUNDODEPORTIVO_G_19339139678-kS5H-U413618092723fnB-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/real-madrid/20170123/413618092723/luis-miguel-ramis-reivindica-cantera-zidane.html,2017-01-23T16:26:57.770229,2017-01-23T13:12:10+01:00
29282017-01-23T16:26:57.842201,http://schema.org,madrid,md,"Real Madrid,Real Madrid Castilla",Así ha sido el fin de semana de la cantera del Real Madrid,,"Estos son los resultados de los equipos de la cantera del Real Madrid.
    AMOREBIETA-REAL MADRID CASTILLA, 2-2
El filial empató con goles de Campuzano y Febas.
    JUVENIL A- REAL VALLADOLID, 0-4
Los de Guti golearon con tantos de Mink, Toni, Llario y un gol de los visitantes en propia puerta.
     GETAFE B - JUVENIL B, 1-1
César fue el goleador blanco en el empate del Juvenil B de Madrid en Getafe
    AL AHLI-JUVENIL C, 1-6
El Juvenil C juega durante las próximas dos semanas el Torneo Alkass International Cup en Doha (Catar). Los blancos debutaron goleando al conjunto saudí con goles de Miguel (2), José del Valle (2), Dani y Casas. 
    LAS ROZAS A-CADETE A, 1-5
Victoria blanca con goles de Grau, Miguel, Latasa, Geovanni y otro en propia puerta. 
    CADETE B-ALUCHE, 1-0 
El Cadete B suma una nueva victoria gracias al tanto anotado por Llario. 
    INFANTIL A-RAYO MAJADAHONDA, 3-1 
El Infantil A ganó con goles de Calleja, Diby y Sala. 
     TRIVAL VALDERAS ALCORCÓN-INFANTIL B, 1-3
Marcaron para los blancos Álex Martín, Nico Paz y Abraham. 
    ALEVÍN A-RAYO CIUDAD ALCOBENDAS, 1-0 
El tanto de Víctor le dio los tres puntos alevín blanco
    GETAFE B-ALEVÍN B, 1-1
Empate ante el líder de la categoría con gol de Alvarito 
    MADRID C. F. FEMENINO-BENJAMÍN A, 0-9 
El primer benjamín blanco continúa como líder invicto. Mateo (3), Batagin (3), Humanes (2) y Paulo fueron los goleadores del encuentro. 
    BENJAMÍN B-SAN ROQUE, 5-2 
El Benjamín B se coloca segundo. Rodrigo (2), David, Juan e Izan anotaron las dianas para los blancos.",http://www.mundodeportivo.com/r/GODO/MD/p4/Futbol/Imagenes/2017/01/22/Recortada/img_ieneriz_20161112-205104_imagenes_md_colaboradores_arenas-kNAG-U413605279972zsG-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/real-madrid/20170122/413605279972/cantera-real-madrid.html,2017-01-23T16:26:57.842201,2017-01-22T21:00:55+01:00
91072017-01-23T16:26:57.938717,http://schema.org,madrid,md,"Champions League,Málaga CF,Nápoles",Se confirma la lesión de Marcelo; Modric ‘solo’ una sobrecarga,,"Marcelo y Modric se han sometido esta mañana a pruebas médicas para determinar el alcance de sus respectivas lesiones. Ambos jugadores tuvieron que ser sustituidos durante el partido frente el Málaga y estará un tiempo de baja.Las exploraciones han confirmado que el brasileño tiene una lesión de grado 2 en el bíceps femoral izquierdo, por lo que podría estar entre tres y cuatro semanas en el dique seco, comprometiendo su presencia en la ida de los octavos de final de la Champions ante el Nápoles.El croata, por su parte, sufre una sobrecarga en el aductor largo derecho y podría estar de baja unos diez días, por lo que su presencia en el retorno de la Champions parece garantizada. ",http://www.mundodeportivo.com/r/GODO/MD/p4/Futbol/Imagenes/2017/01/23/Recortada/632295712_20170121184221-k1cD-U413624680398E1G-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/real-madrid/20170123/413624680398/parte-medico-lesion-marcelo-modric.html,2017-01-23T16:26:57.938717,2017-01-23T12:16:52+01:00
88102017-01-23T16:26:57.965059,http://schema.org,madrid,md,"Copa del Rey,Celta de Vigo,Real Madrid,Copa ACB",El Celta calienta motores para la vuelta de Copa,,"En Vigo ya calientan motores para el partido de vuelta de cuartos de final de la Copa del Rey que enfrentará a Celta y Real Madrid. Tras un esperanzador 1-2 en la ida en el Bernabéu, la afición se volcará con el equipo y le brindará un recibimiento de lujo en su llegada a Balaídos.Las peñas del club vigués han convocado una quedada en las inmediaciones del estadio celeste para la previa del partido del próximo miércoles. La citación es a las 19:30 horas en Fragoso y el objetivo consistirá en llevar en volandas al equipo hasta el estadio.",http://www.mundodeportivo.com/r/GODO/MD/p4/Futbol/Imagenes/2017/01/23/Recortada/632076188_20170119142403-knsE-U413619305977RR-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/copa-del-rey/20170123/413619305977/celta-copa-real-madrid-aficion-calientan-motores.html,2017-01-23T16:26:57.965059,2017-01-23T08:54:05+01:00
62052017-01-23T16:26:58.010055,http://schema.org,madrid,md,"Marcelo,Luka Modric,Real Madrid,Celta de Vigo",Los partidos que se perderán Marcelo y Modric,,"
    Luka 
Modric y Marcelo han conocido hoy el alcance de sus respectivas lesiones. El parte médico del Real Madrid indica que el croata sufre una sobrecarga en el aductor largo derecho que le tendrá diez días de baja, mientras que para el brasileño los pronósticos son peores: una lesión de grado 2 en el bíceps femoral izquierdo que le tendrá en el dique seco entre tres y cuatro semanas.Estos son los partidos que se perderán Marcelo y Modric:
    MODRIC
- LIGA: Real Sociedad (29 enero)- COPA: La vuelta de los cuartos de final ante el Celta (25 enero) y el partido de ida de una hipotética semifinal.
    MARCELO (*si son cuatro semanas) - LIGA: Real Sociedad (29 de enero), Celta (5 febrero), Osasuna (11 febrero) y *Espanyol (18 febrero)- COPA: La vuelta de los cuartos de final ante el Celta (25 enero) y unas hipotéticas semifinales.- CHAMPIONS: *Partido de ida de 1/8 de final ante el Nápoles (15 febrero).",http://www.mundodeportivo.com/r/GODO/MD/p4/Futbol/Imagenes/2017/01/23/Recortada/631775136_20170116022000-kwsC-U4136276127833kG-980x554@MundoDeportivo-Web.jpg,http://www.mundodeportivo.com/futbol/real-madrid/20170123/413627612783/lesion-modric-marcelo-partidos.html,2017-01-23T16:26:58.010055,2017-01-23T13:56:51+01:00
