team,url,@context,articleSection,id,newspaper,keywords,articleBody,images,dateCreated,datePublished,commentCount,headline
atletico,http://www.marca.com/futbol/atletico/2017/01/19/5881169a268e3e1f718b474e.html,http://schema.org,Atlético de Madrid,862017-01-21T18:51:19.651647,marca,"Atlético de Madrid,Copa del Rey,fútbol","Correa no sólo encarriló el triunfo frente al Eibar, sino que anotó un gol con un significado especial. Ni más ni menos que el 500 en competición oficial desde que Simeone se sienta en el banquillo rojiblanco. Curiosamente el argentino acumula más tantos en la Copa que en la Liga, pues en la competición del K.O. es el máximo artillero del Atlético, con cuatro y en el torneo doméstico sólo ha visto puerta tres veces. Griezmann, el mejor goleador que ha tenido el entrendor argentino a sus órdenes tras materializar 70 dianas, había puesto en disposición la marca, pues abrió la cuenta en la primera mitad.Ángel Correa se mostró ""muy contento"" tras el partido por ser el autor del gol 500 de la era Simeone. ""Muy contento por eso"", señaló. El argentino también habló de su intercambio de posiciones con Carrasco. ""Ya lo habíamos hablado antes del partido que con Carrasco íbamos a cambiar y contento porque ganamos un partido muy difícil"", explicó.","http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/19/14848549121942.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_9b6k9335/width/660/cache_st/2017012002528/type/2/bgcolor/000000/0_9b6k9335.jpg",2017-01-21T18:51:19.651647,2017-01-19T20:42:27+01:00,1,Simeone alcanza los 500
atletico,http://www.marca.com/futbol/atletico/2017/01/19/5881205ee5fdea834e8b467a.html,http://schema.org,Atlético de Madrid,94732017-01-21T18:51:19.859496,marca,"Atlético de Madrid,Copa del Rey,SD Eibar","Resultado abultado. ""Es justo porque los tres goles fueron legales, no sé si el juego fue para eso, pero al final el Atlético te hace cometer errores y ellos es difícil que los cometan. Saben aprovecharse de ello y te ganan bien. El resultado es duro para el partido de vuelta"". Eliminatoria decidida.""Decidida no se puede decir nunca, pero es muy complicado. Es muy difícil hacerles un gol, más, tres. Si el tercero fue en fuera de juego, ya nos pasó recientemente, nada nos sale bien ante el Atlético"". Sensaciones. ""Sabíamos que era difícil, un rival complicado, pero siempre tienes la esperanza de hacer un partido serio. Sabemos que les cuesta si no cometemos errores, pero no somos un equipo tan fiable como para eso. Vamos hacia arriba, pero tenemos problenas par defender"".",http://v.uecdn.es/p/110/thumbnail/entry_id/0_nn2is1a0/width/660/cache_st/20170120114030/type/2/bgcolor/000000/0_nn2is1a0.jpg,2017-01-21T18:51:19.859496,2017-01-19T21:24:07+01:00,2,"Mendilibar: ""El resultado es duro para el partido de vuelta"""
atletico,http://www.marca.com/futbol/atletico/2017/01/19/588123f0e5fdeadb6c8b4653.html,http://schema.org,Atlético de Madrid,75022017-01-21T18:51:19.991919,marca,"Atlético de Madrid,Copa del Rey,fútbol","501 goles en cinco años. ""Me pone contento el triunfo, la respuesta del equipo a un partido importante y cómo sigue compitiendo desde hace cinco años. Después un número más o menos quedará para el día que no esté para observarlo. Hoy no nos detiene absolutamente nada, nos importa lo que se hace hoy y lo que tenemos que hacer el domingo"". Afición. ""Yo escuché a la gente fenomenal, alentaron todo el partido, el ambiente fue increíble y siempre me quedo con las cosas positivas"". Giménez como prueba para San Mamés. ""Pensaba en este partido, no pensé nunca en lo que puede venir en Bilbao. Era importante cerrarlo, iban a llegar más balones aéreos y con Giménez, Savic y Godín lo íbamos a tener más fácil"". Buen partido. ""Fue un partido importante, ganamos los duelos que nos imaginábamos y con la velocidad de nuestros delanteros, Gaitán y Correa les podíamos hacer daño. Se intuía que las situaciones aparecerían cuando tuviéramos precisión. Fue, sin duda, un partido bueno"" Prioridad la Copa. ""Lo que tengamos por delante lo jugaremos siempre con la misma ilusión e intención y así será mientras yo siga aquí"". Gaitán. ""Es simple, cuando un jugador está en un buen momento se aprecia y se observa. Venía trabajando bien, ha tenido un cambio importante desde noviembre en cuanto a adaptación y a lo que el equipo necesita de él. Cuando uno tiene talento y suma trabajo se acerca al ideal, está en un muy buen momento"".","http://v.uecdn.es/p/110/thumbnail/entry_id/0_jeaidjpp/width/660/cache_st/20170120114028/type/2/bgcolor/000000/0_jeaidjpp.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_xz3a2ew4/width/660/cache_st/20170120114028/type/2/bgcolor/000000/0_xz3a2ew4.jpg",2017-01-21T18:51:19.991919,2017-01-19T21:39:18+01:00,22,"Simeone: ""No nos detiene absolutamente nada"""
atletico,http://www.marca.com/futbol/atletico/2017/01/19/588125cb46163fc54c8b45a7.html,http://schema.org,Atlético de Madrid,72302017-01-21T18:51:20.040413,marca,"Atlético de Madrid,SD Eibar","El Atlético de Madrid cerró la goleada y puso pie y medio en semifinales con el tanto de Gameiro que supuso el 3-0 en el minuto 67.Hasta tres rojiblancos tocaron la pelota de cabeza tras el córner botado por Koke. Savic ganó el salto, Griezmann (en posición correcta) devolvió la pelota a Gameiro y el '21' rojiblanco la puso en la red de la portería defendida por Yoel.Griezmann, Correa y Gameiro dieron una amplia ventaja al Atlético en la ida de los cuartos de final de la Copa del Rey ante un Eibar condenado por sus errores defensivos.","http://v.uecdn.es/p/110/thumbnail/entry_id/0_zxqu8f6i/width/660/cache_st/20170119215233/type/2/bgcolor/000000/0_zxqu8f6i.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_xz3a2ew4/width/660/cache_st/20170119215233/type/2/bgcolor/000000/0_xz3a2ew4.jpg",2017-01-21T18:51:20.040413,2017-01-19T21:47:23+01:00,8,¡Como si fuera voleibol! Tres toques de cabeza y gol de Gameiro
atletico,http://www.marca.com/futbol/atletico/opinion/2017/01/20/5881c802e2704e71608b4631.html,http://schema.org,Atlético de Madrid,38192017-01-21T18:51:20.096801,marca,Atlético de Madrid,"No es la primera vez que un fichaje estrella del Atlético en el mercado veraniego necesita varios meses para encontrar su mejor nivel. Suele ser por varios motivos, pero especialmente afecta la adaptación. Tras superar esa etapa, muchos de ellos acaban por ser los grandes fichajes... del mercado de invierno. Esta temporada tengo esperanza de que puede ocurrir algo así con Nico Gaitán.El argentino dio la victoria al Atlético el pasado sábado con su gol, algo que le sirvió para volver a sentirse importante, sensación que no tenía desde de su etapa en el Benfica... o con Argentina en la Copa América del pasado verano.Gaitán necesitaba más que nadie un momento así. Cuando tu equipo gana con un gol tuyo, la confianza crece una barbaridad y estoy convencido de que a partir de ahora vamos ver al verdadero Nico. Ayer mismo volvió a jugar de inicio y cuajó una buena actuación desde la banda izquierda. Si hay un jugador con calidad y carácter que puede dar la vuelta a la tortilla y repetir lo que hicieron cracks como Radamel Falcao, ése es él. Para el colombiano la adaptación al país, a la ciudad y al sistema de juego no fue nada fácil y sólo empezamos a ver al verdadero Tigre cuando llegó el gran Cholo. Radamel fue el gran fichaje del mercado de invierno aquella campaña y poco tiempo después ya era el mejor 9 del mundo.Otro fenómeno que sufrió bastante en los primeros partidos como jugador rojiblanco fue Arda. Su adaptación a España y al fútbol español tampoco fue sencilla y el turco fue una sombra de sí mismo hasta que llegó El Cholo. Entonces empezó a demostrar todo su potencial y talento. Arda, con carácter y calidad, dio la vuelta a una situación difícil y se convirtió también en un gran refuerzo invernal.El último fenómeno que ha tardado en adaptarse ha sido Griezmann. El francés alternó la titularidad y el banquillo hasta que llegó la noche de su confirmación. El hat-trick que firmó en San Mames le dio la confianza que necesitaba como goleador. Después, tras el parón navideño, la racha continuó con cinco goles más durante el mes de enero que terminaron de llenarle de confianza y de convertirle en referencia del ataque del Atlético, que empezó a ser un equipo formado por Grizzi y diez más. Como Falcao y Arda, Antoine también se convirtió en una gran incorporación de invierno para el club rojiblanco.Gaitán, sin duda alguna, tiene todo para ser el gran fichaje del Atlético de Madrid en este mercado de enero. Ya ha comenzado a demostrar su calidad...¡Vamos, Nico!",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/20/14849002332523.jpg,2017-01-21T18:51:20.096801,2017-01-20T09:19:27+01:00,14,"Gaitán, el 'fichaje' que deja el invierno"
atletico,http://www.marca.com/futbol/atletico/2017/01/20/5882527622601df51d8b4574.html,http://schema.org,Atlético de Madrid,50822017-01-21T18:51:20.311317,marca,"Atlético de Madrid,Primera División,fútbol","Sobre el césped apenas había siete jugadores del primer equipo en el entrenamiento del viernes, pero entre ellos se encontraba la buena noticia del día: Lucas Hernández. El galo apareció en el campo cuatro de la Ciudad Deportiva de Majadahonda junto a Torres, Gameiro, Vrsaljko, Gabi, Godín y Moreira para completar la sesión. El resto de jugadores, los que fueron titulares en el Calderón contra el Eibar, se dedicaron a completar una sesión de recuperación en el gimnasio.El central francés no se había ejercitado con el grupo desde que se lesionó el pasado día 10 en el duelo copero ante Las Palmas. El canterano sufría una sobrecarga muscular en el recto anterior del muslo derecho y había trabajado al margen desde que las pruebas en la clínica Fremap dictaminaron el alcance de la lesión.El defensa ha alternado el trabajo sobre el verde en solitario con el de fisioterapia en las instalaciones del club. Esta misma semana ya se pudo ver su mejoría, pues el pasado miércoles corrió junto a uno de los recuperadores en el césped del Calderón. Lo hizo mientras el resto del equipo completaba la sesión de trabajo previa al duelo copero. Pero la recuperación total no llegó hasta la mañana del viernes en Majadahonda. Tras completar el entrenamiento sin aparente rastro de la lesión, Lucas recibió el alta médica que le declaraba apto para que Simeone pueda contar con él de cara al próximo choque liguero ante el Athletic. Así las cosas, después de dos partidos en los que El Cholo no ha podido contar con él, vuelve a estar a disposición del técnico rojiblanco. El que no se ejercitó ayer fue el italiano Alessio Cerci, que sigue buscando una salida del club en el presente mercado invernal.Bernabé recibió también el alta hospitalaria, tras pasar por el quirófano el jueves por una luxación en el hombro derecho, de modo que, tras unos días de reposo, comenzará con el trabajo de recuperación y fisioterapia. El portero rojiblanco quiso agradecer a través de las redes los ánimos recibidos: ""Me llena de fuerza e ilusión tener siempre vuestro apoyo en los buenos momentos y más aún verlo multiplicado en los no tan buenos [...] Quiero darle las gracias a todo el equipo Atlético de Madrid, por demostrar una vez más la calidad humana que derrochan estos jugadores y sus técnicos [...] Jamás olvidaré tantos buenos detalles hacia mi persona. Ahora en mi día a día me toca seguir poniendo en práctica eso que todos los atléticos hacemos y sabemos: 'si se cree y se trabaja, se puede'. Un día menos para poder volver"".",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/20/14849354010320.jpg,2017-01-21T18:51:20.311317,2017-01-20T19:14:03+01:00,8,Lucas recibe el alta
barca,http://www.mundodeportivo.com/futbol/fc-barcelona/20170121/413567398757/luis-enrique-messi.html,http://schema.org,,96242017-01-21T18:51:20.346971,md,"Luis Enrique,Fútbol Club Barcelona","Luis Enrique no ha querido entrar a valorar las declaraciones de Sampaoli, en que comparaba a Messi con ‘Batman’, aunque sí ha asegurado que está en perfectas condiciones pese al estrecho marcaje y las duras faltas que recibió en Anoeta. “Messi está muy bien en todos los aspectos, es una evidencia”, ha asegurado, de cara al tramo de Liga",http://www.mundodeportivo.com/r/GODO/MD/p4/Barca/Imagenes/2017/01/21/Recortada/img_mmontilla_20170113-141331_imagenes_md_propias_mmontilla_fcbentreno_56-116-kyCD-U413567398757TLH-980x554@MundoDeportivo-Web.jpg,2017-01-21T18:51:20.346971,2017-01-21T13:16:55+01:00,,"“Messi está muy bien en todos los aspectos, es una evidencia”"
atletico,http://www.marca.com/futbol/atletico/2017/01/21/5882684822601d85318b4583.html,http://schema.org,Atlético de Madrid,27882017-01-21T18:51:20.390230,marca,"Atlético de Madrid,Primera División,fútbol,Fútbol América,Más América","""Sanabria va a ser el puntapié inicial"". Así de gráfico se mostraba Guillermo Pena, delegado de Nacional ante la Asociación Uruguaya de Fútbol, reconociendo por un lado el acuerdo adelantado por MARCA para que el joven jugador uruguayo vista la camiseta del Atlético a medio plazo, y por otro que esa incorporación forma parte de un proyecto mucho más amplio y que implica a las dos entidades, toda vez que la española tendrá a partir de ahora preferencia sobre los futbolistas de la charrúa.Pena, en el programa 'Tirando Paredes' de su país, añadía datos sobre el compromiso: ""Nacional y Atlético van a hacer una cooperación, sobre todo en juveniles. Se va a terminar de firmar el lunes, cuando lo llevemos a la directiva. En ciertos casos ellos tendrán prioridad cuando cumplan 18 años, porque el Atlético va a entregar una cantidad importante de dinero para tener ese derecho de preferencia"". En lo que respecta al caso concreto de Sanabria, confirmaba la exclusiva de este diario: ""Probablemente sea uno de los primeros jugadores que vaya al Atlético. Su representante ha entendido la filosofía del club"".Una de las grandes preocupaciones rojiblancas a lo largo de toda la negociación ha pasado por que se respete de forma ""escrupulosa"" la normativa de la FIFA, evitando de este modo repetir los errores que, pendiente aún del recurso ante el TAS, han provocado una sanción de dos ventanas de mercado sin inscribir jugadores por irregularidades en la contratación de menores. Por eso se desconoce aún cuándo llegará Sanabria, que tiene 16 años y ni siquiera ha debutado aún con el primer equipo de Nacional. Conviene recordar que en verano aterrizó en Madrid Schiappacasse, otro joven talento uruguayo, pero también que lo hizo en calidad de invitado hasta que el máximo organismo del fútbol dio el visto bueno a su incorporación definitiva.El delegado también admitía que han tenido conversaciones con Diego Godín, que en su momento vistió la elástica de Nacional durante el curso 06-07 y al que de hecho se rindió homenaje con motivo de la visita del Atlético en el verano de 2013: la gira rojiblanca incluyó entonces un partido de la Copa Euroamericana en el que los del Cholo se impusieron 0-2, con sendas dianas de Leo Baptistao, al que ha pasado a ser club aliado.","http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/20/14849412241044.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_viceirpu/width/660/cache_st/2017012195842/type/2/bgcolor/000000/0_viceirpu.jpg",2017-01-21T18:51:20.390230,2017-01-21T09:58:42+01:00,7,Atlético Nacional
barca,http://www.mundodeportivo.com/futbol/fc-barcelona/20170121/413567162069/luis-enrique-iniesta.html,http://schema.org,,10052017-01-21T18:51:20.407377,md,"Luis Enrique,Fútbol Club Barcelona","Sin Iniesta pero con un equipo que está cogiendo una buena dinámica, Luis Enrique afronta la visita a Eibar preocupado por el estado del terreno. El asturiano tiene la esperanza de consolidar la tendencia de victorias, algo que “necesitamos”. De Iniesta, aunque ha restado trascendencia a su ausencia en cuanto al planteamiento del partido, ha manifestado que “ningún jugador se le parece, ni en el Barça ni en todo el mundo”.El asturiano espera un Eibar que presione: “Está claro que serán fieles a los que les ha hecho estar donde están en Liga. Tendremos que estar bien posicionados. ¿Si irán arriba o nos esperarán?, Mendilibar ha dicho que nos iban a presionar, en este sentido, más claro el agua. Esperemos que se pueda ver un buen espectáculo, según la climatología que tengamos”. El conjunto vasco es, para el técnico, “un equipo muy completo, sin balón no te dejan pensar y con balón tienen muy buenas bandas y rematadores. Por eso están donde están, aquí nadie regala nada”.
    Iniesta, único
Ha asegurado que, en cuanto al planteamiento del equipo, “la baja de Iniesta no cambia nada. Independientemente de los jugadores que tengamos, siempre tenemos el mismo objetivo. La idea no cambia, aunque sí puede haber distintos perfiles”. Sí ha admitido que no es lo mismo tenerlo o no tenerlo: “Ningún jugador de la plantilla ni del fútbol mundial se parece a Iniesta, ese es el problema”, aunque ha insistido en que “tengo muchos perfiles en esa posición, tanto ofensiva como defensivamente”.En cuanto a los minutos que juega el manchego, menos este año que en otras temporadas, ha explicado que “controlamos la carga de trabajo y los minutos. Pero el fútbol es un deporte de contacto e Iniesta no ha tenido suerte en ese aspecto”. Y ha insistido en que “tengo muchas opciones en esa demarcación, es donde hay más jugadores, y los factores que influyen son varios”.Ha admitido que el equipo necesita una buena dinámica de resultados: “Las dinámicas están ahí, sin ninguna duda. Buscamos una dinámica larga, buscando bastantes victorias seguidas, a ver si es esta, porque la necesitamos, sobre todo en Liga”. Y, a pesar de que no se ha atrevido a considerarse el equipo más en forma porque “no puedo asegurar tanto”, sí ha explicado que “desde el inicio de 2017, a pesar de que los dos primeros resultados no fueron los que merecíamos, en cuanto a rendimiento y lo que yo le pido al equipo, estoy muy satisfecho.Ha valorado mucho la importancia de la presión para recuperar balones: “Nosotros sabemos que para ganar títulos hay que conseguirlo a través de lo que haces, con balón y sin balón, y hay que tenerlo muy equilibrado. Este equipo ha ganado títulos gracias a ese equilibrio”.",http://www.mundodeportivo.com/r/GODO/MD/p4/Barca/Imagenes/2017/01/21/Recortada/img_ppunti_20170121-115852_imagenes_md_propias_ppunti_170121fcb500-k8kD-U413567162069UTB-980x554@MundoDeportivo-Web.jpg,2017-01-21T18:51:20.407377,2017-01-21T16:47:53+01:00,,"“Ningún jugador se parece a Iniesta, ni del Barça ni del fútbol mundial”"
atletico,http://www.marca.com/futbol/atletico/2017/01/21/5882660022601d25238b458b.html,http://schema.org,Atlético de Madrid,74842017-01-21T18:51:20.449367,marca,"Atlético de Madrid,Primera División,fútbol","El Atlético comienza esta misma tarde su particular vuelta al País Vasco. El caprichoso calendario ha deparado que entre Liga y Copa los hombres de Simeone tengan que enfrentarse en siete días a Athletic, Eibar y Alavés, en todos los casos como visitante. El primero de los tres viajes será hoy mismo, en vuelo chárter a las 19.00 horas. Los jugadores del Cholo vuelan hasta Bilbao, donde mañana se jugará el partido en el Nuevo San Mamés. Serán los primeros 397 kilómetros desde Madrid que recorra la expedición rojiblanca.Tras el partido ante los de Valverde, que comenzará mañana a las 16.15, Simeone y los suyos recogerán los bártulos y volverán a Madrid para descansar y comenzar a preparar a partir del lunes el partido ante el Eibar y su consiguiente regreso al País Vasco. Cuando el Atlético juega en Ipurua, el equipo rojiblanco también vuela a Bilbao y se concentra allí, por lo que, aunque en ese caso aún no hay plan oficial, se repetirá experiencia apenas tres días después. La distancia entre Bilbao y Eibar no llega a los 50 kilómetros por carretera y el retorno a Madrid, de nuevo, se producirá después del partido frente a los de José Luis Mendilibar.El calendario ha querido también que después de esa vuelta de los cuartos de Copa sea el Alavés el equipo que se enfrente al Atlético en Liga... y que lo haga en su casa. Así que, una vez más en un intervalo tan corto, el club madrileño volverá a viajar hasta el País Vasco, esta vez hasta Vitoria. Lo hará también en vuelo chárter el próximo viernes, un día antes del partido, fijado para el sábado 28 a las 16.15. La distancia entre Madrid y la capital de Álava es de 356 kilómetros y ésa será la que tenga que cubrir el Atlético tanto el día mencionado en la ida como el sábado en la vuelta. Así las cosas, al igual que en las otras dos ocasiones anteriores, el equipo que dirige Simeone regresará a Madrid en cuanto concluya el partido.La distancia total entre idas y vueltas rondará los 2.400 kilómetros. El Atlético ha decidido multiplicar los viajes en lugar de permanecer concentrado en el País Vasco para jugar los tres partidos: en ese sentido los jugadores prefieren pernoctar en sus domicilios y el cuerpo técnico se ocupa de todo lo que afecta al descanso necesario para afrontar un tramo de competición tan exigente como el actual. Después del periplo relatado, todo apunta a que llegarán las semifinales coperas.","http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/20/14849399294527.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_xz3a2ew4/width/660/cache_st/20170121100104/type/2/bgcolor/000000/0_xz3a2ew4.jpg",2017-01-21T18:51:20.449367,2017-01-21T10:01:04+01:00,7,Vuelta al País Vasco
barca,http://www.mundodeportivo.com/futbol/fc-barcelona/20170121/413567597670/luis-enrique-eibar-barca.html,http://schema.org,,99202017-01-21T18:51:20.465260,md,"Luis Enrique,Eibar CF,Fútbol Club Barcelona","
    Luis Enrique no ha escondido su preocupación por el estado del terreno de juego en el partido que este domingo jugará el Barça contra el Eibar debido a las bajas temperaturas y el posible impacto de una helada. “Me preocupa el estado del terreno de juego por las previsiones que hay. Normalmente está en un perfecto estado y se puede hacer un buen fútbol. Nos preocupa a los dos equipos pero vamos a ver cómo está”, ha asegurado el técnico azulgrana en la rueda de prensa previa al encuentro en Ipurua, que cerrará la primera vuelta del Campeonato.",http://www.mundodeportivo.com/r/GODO/MD/p4/Barca/Imagenes/2017/01/21/Recortada/img_ppunti_20170121-115852_imagenes_md_propias_ppunti_170121fcb500-118-kIzC-U413567597670rhD-980x554@MundoDeportivo-Web.jpg,2017-01-21T18:51:20.465260,2017-01-21T13:04:41+01:00,,"Luis Enrique, preocupado por el césped de Eibar"
atletico,http://www.marca.com/futbol/atletico/2017/01/21/58834f07e5fdea9d068b468b.html,http://schema.org,Atlético de Madrid,79542017-01-21T18:51:20.505186,marca,"fútbol,Atlético de Madrid,Primera División","El entrenador del Atlético de Madrid ha repasado en rueda de prensa los últimos partidos del conjunto rojiblanco, a su rival más inmediato en Liga y la ya conocida exigencia que pide a los jugadores que forman parte de su plantilla.""Siempre imaginamos lo mejor. Hemos sido irregulares y la búsqueda es intentar tener regularidad en un torneo que evidentemente se basa en eso"". ""Hay equipos que tienen una forma de jugar muy definida. El Athletic lo es. Tiene constancia y competitividad, sobre todo cuando juega en San Mamés. Nos ha pasado siempre y mañana no va a ser diferente"". ""Conociéndonos hace cinco años, estamos todos los días formando equipos. El partido más importante es el del Athletic y trataremos de sacarlo adelante con los jugadores que entendamos"". ""Los futbolistas siempre quieren jugar y los representantes, cuando ven que sus futbolistas no participan, siempre buscan las mejores situaciones. Al menos desde mi punto, en una temporada tan larga y con la lesión de Oblak, que no sabemos cuándo ni cómo va a a volver, no pensaba en la salida de André. Esperamos que siga acomodándose a los entrenamientos y mejorando, porque tiene la mejor figura de que de repente te encuentras jugando de un día para otro sin esperarlo"". ""El rival tiene 11 futbolistas que se ponen pantalones, botines y medias, y tratan de competir para generar situaciones de gol y ganar los partidos. Siempre hemos sufrido, no recuerdo un año de ganar los partidos con holgura. Cuando conquistamos la Liga hemos ganado muchos partidos 1-0. Recuerdo a Courtois, Oblak o Moyá haciendo buenas paradas... No imagino un partido en el que el rival no tenga situaciones de gol"". ""Desde que hemos vuelto de Navidad, el partido con Las Palmas fue bastante regular; en el del Eibar los primeros 45 minutos no fueron tan buenos, pero el segundo tiempo estuvo bastante bien; en el de vuelta hasta los 85 se jugó bastante regular de nuevo; el del Betis tuvo momentos de control aunque luego sufrimos; el del otro día fue buen partido... La búsqueda, más allá de la regularidad en los puntos, va a aparecer cuando tengamos más regularidad en el juego. Es un punto a mejorar"". ""La gente quiere ganar. Después la crítica siempre pide más, exige. Eso me pone contento, porque cuando yo exijo a un jugador es porque creo que tiene más. Me entusiasma y entiendo que podemos dar más. Intentaremos tener regularidad en esa situación. Ahora hay que pensar en un rival duro, difícil e importante, que en casa se hace muy fuerte"".",http://v.uecdn.es/p/110/thumbnail/entry_id/0_mh7nkzt3/width/660/cache_st/20170121144959/type/2/bgcolor/000000/0_mh7nkzt3.jpg,2017-01-21T18:51:20.505186,2017-01-21T13:09:03+01:00,7,"Simeone: ""La crítica siempre pide más y eso me entusiasma"""
atletico,http://www.marca.com/futbol/atletico/2017/01/21/58835238e5fdead2048b465f.html,http://schema.org,Atlético de Madrid,22492017-01-21T18:51:20.536915,marca,"fútbol,Atlético de Madrid,Primera División","Diego Pablo Simeone ha convocado a los 18 futbolistas de la primera plantilla que tiene disponibles una vez recuperado Lucas. El canterano forma así parte de una lista en la que también están Moyá, Moreira, Vrsaljko, Savic, Godín, Giménez, Filipe Luis, Juanfran, Gabi, Saúl, Koke, Carrasco, Gaitán, Fernando Torres, Correa, Gameiro y Griezmann, cayéndose esta vez el jugador del filial Keidi. Son baja por lesión Oblak, Augusto y Tiago (que este sábado ha saltado al césped para ejercitarse junto a uno de los recuperadores), mientras que Thomas se encuentra en la Copa de África y Cerci acaba de ser padre.El Cholo no ha mostrado esta vez sus cartas de cara al once, y es que la visita al nuevo San Mamés se antoja fundamental para cerrar la primera vuelta con 35 o 37 puntos, en caso de empate o victoria, manteniendo al Sevilla e incluso al Barcelona a tiro en la pelea por los puestos que darán acceso directo a la siguiente Champions. La opción de fortificarse con Giménez en mediocampo, la de apostar por el talento de Gaitán y Carrasco, la de jugar con Gameiro como ariete o directamente con Griezmann de referencia arriba... son muchas las posibilidades que maneja el técnico argentino para visitar al Athletic de Valverde. La expedición madrileña viaja esta tarde en vuelo chárter.",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/21/14850012229326.jpg,2017-01-21T18:51:20.536915,2017-01-21T13:21:20+01:00,2,El Cholo viaja con todos los disponibles
atletico,http://www.marca.com/futbol/atletico/2017/01/21/5883587046163f01148b4604.html,http://schema.org,Atlético de Madrid,65612017-01-21T18:51:20.589202,marca,"Fútbol Sala,Atlético de Madrid","Atlético e Inter Movistar están a un paso de cerrar una fusión que llevará a los colchoneros al fútbol sala, según informó este sábado Radio MARCA.Todo hace indicar que el equipo más laureado de la historia del fútbol sala español adoptará a partir de la próxima campaña el nombre y los colores del Atlético.",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/21/14850028607989.jpg,2017-01-21T18:51:20.589202,2017-01-21T13:53:00+01:00,42,"Radio MARCA: El Atlético, a un paso de fusionarse con el Inter Movistar"
barca,http://www.mundodeportivo.com/futbol/fc-barcelona/20170121/413566303822/entrenamiento-y-diversion-antes-de-viajar-a-eibar.html,http://schema.org,,90082017-01-21T18:51:20.613811,md,"Eibar CF,Andrés Iniesta,Luis Enrique,Fútbol Club Barcelona","El Barça realizó la última sesión de trabajo antes de medirse al Eibar en el Campo 2 de la Ciutat Esportiva Joan Gamper y lo hizo con prácticamente la totalidad del primer equipo, a excepción de los lesionados Rafinha y Andrés 
Iniesta, que están descartados para el duelo en Ipurúa.
    Luis Enrique dirigió una suave sesión con el resto de los disponibles y profundizó en los aspectos que tiene que mejorar el equipo para no pasar apuros ante un Eibar que es uno de los equipos más sólidos de la Liga cuando juega como local.Los jugadores azulgrana, plenamente concentrados en lograr una nueva victoria, escenificaron el buen rollo que se respira en el vestuario e intercambiaron bromas y confidencias antes de que diera comienzo el entrenamiento.",http://www.mundodeportivo.com/r/GODO/MD/p4/Barca/Imagenes/2017/01/21/Recortada/img_ppunti_20170121-120002_imagenes_md_propias_ppunti_170121fcb494-k5cB-U413566303822XLH-980x554@MundoDeportivo-Web.jpg,2017-01-21T18:51:20.613811,2017-01-21T12:46:03+01:00,,Entrenamiento y diversión antes de viajar a Eibar
barca,http://www.mundodeportivo.com/futbol/fc-barcelona/20170121/413565326764/luis-enrique-barca-eibar-la-liga.html,http://schema.org,,80112017-01-21T18:51:20.848161,md,"Eibar CF,Luis Enrique,Fútbol Club Barcelona,Pedro León","El Barça volverá a viajar mañana al País Vasco para afrontar la 19ª jornada de La Liga frente al Eibar en el Ipurúa. Tras el último entrenamiento de los azulgrana en la Ciutat Esportiva, Luis Enrique ha comparecido en la rueda de prensa previa al encuentro en la que ha analizado los peligros de su próximo rival.“Ha incorporado el inicio en corto, tiene la capacidad de saber asociarse entre pivote y centrales. Su gran calidad son los centros y los remates, tiene muy buenas bandas con Inui y Pedro León”, declaró el técnico azulgrana. “Son un equipo muy compensado, no te dejan pensar y siempre te ponen en problemas”.Preguntado por si le preocupa el estado del terreno de juego en el Ipurúa declaró lo siguiente: “Me preocupa, por las previsiones que hay. Normalmente, Ipurúa siempre está en perfectas condiciones, pero vamos a ver cómo está”.",http://www.mundodeportivo.com/r/GODO/MD/p4/Barca/Imagenes/2017/01/21/Recortada/20170118-636203442227122435_20170118135252-kElD-U413565326764paC-980x554@MundoDeportivo-Web.jpg,2017-01-21T18:51:20.848161,2017-01-21T13:11:05+01:00,,Luis Enrique analiza los peligros del Eibar
